Run,Keyword,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,cell_type,donor_id,cell_line,supplemented_with,disease_state,tissue,celltype,clone_id
SRR7652199,,RNA-Seq,152,397594760,PRJNA484873,SAMN09771164,165462215,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4514674,GSM3320665,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320665,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652200,,RNA-Seq,152,466563544,PRJNA484873,SAMN09771163,192996189,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4514675,GSM3320666,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320666,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652201,,RNA-Seq,152,472660264,PRJNA484873,SAMN09771162,195633496,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4514676,GSM3320667,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320667,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652202,,RNA-Seq,152,464450896,PRJNA484873,SAMN09771225,190088977,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4514677,GSM3320668,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320668,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652203,,RNA-Seq,152,489194216,PRJNA484873,SAMN09771098,202430130,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4514678,GSM3320669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320669,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652204,,RNA-Seq,152,64897768,PRJNA484873,SAMN09771224,26811322,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4514679,GSM3320670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320670,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652205,,RNA-Seq,152,379759536,PRJNA484873,SAMN09771223,158721989,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4514680,GSM3320671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320671,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652206,,RNA-Seq,152,57282720,PRJNA484873,SAMN09771222,23714056,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4514681,GSM3320672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320672,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652207,,RNA-Seq,152,53239216,PRJNA484873,SAMN09771221,22124138,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4514682,GSM3320673,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320673,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652208,,RNA-Seq,152,33834440,PRJNA484873,SAMN09771220,14079354,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4514683,GSM3320674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320674,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652209,,RNA-Seq,152,432424952,PRJNA484873,SAMN09771219,179483133,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4514684,GSM3320675,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320675,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652210,,RNA-Seq,152,430427824,PRJNA484873,SAMN09771218,178194131,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4514685,GSM3320676,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320676,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652211,,RNA-Seq,152,565621488,PRJNA484873,SAMN09771217,231007023,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4514686,GSM3320677,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320677,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652212,,RNA-Seq,152,414735192,PRJNA484873,SAMN09771216,170484280,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4514687,GSM3320678,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320678,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652213,,RNA-Seq,152,73529544,PRJNA484873,SAMN09771215,30394127,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4514688,GSM3320679,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320679,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652214,,RNA-Seq,152,437592800,PRJNA484873,SAMN09771214,181626050,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4514689,GSM3320680,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320680,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652215,,RNA-Seq,152,62100056,PRJNA484873,SAMN09771213,25631598,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4514690,GSM3320681,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320681,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652216,,RNA-Seq,152,111991320,PRJNA484873,SAMN09771212,45976790,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4514691,GSM3320682,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320682,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652217,,RNA-Seq,152,59466808,PRJNA484873,SAMN09771211,24541388,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4514692,GSM3320683,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320683,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652218,,RNA-Seq,152,197662928,PRJNA484873,SAMN09771210,81067004,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4514693,GSM3320684,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320684,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652219,,RNA-Seq,152,360500528,PRJNA484873,SAMN09771209,148652661,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4514694,GSM3320685,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320685,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652220,,RNA-Seq,152,427484040,PRJNA484873,SAMN09771208,176661912,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4514695,GSM3320686,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320686,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652221,,RNA-Seq,152,287038168,PRJNA484873,SAMN09771207,119388116,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4514696,GSM3320687,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320687,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652222,,RNA-Seq,152,89981264,PRJNA484873,SAMN09771206,37192292,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4514697,GSM3320688,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320688,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652223,,RNA-Seq,152,54576512,PRJNA484873,SAMN09771205,22708542,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4514698,GSM3320689,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320689,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652224,,RNA-Seq,152,495538088,PRJNA484873,SAMN09771204,205770623,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4514699,GSM3320690,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320690,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652225,,RNA-Seq,152,60807448,PRJNA484873,SAMN09771203,25261176,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4514700,GSM3320691,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320691,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652226,,RNA-Seq,152,411891120,PRJNA484873,SAMN09771202,170824393,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4514701,GSM3320692,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320692,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652227,,RNA-Seq,152,372066208,PRJNA484873,SAMN09771201,155005049,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4514702,GSM3320693,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320693,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652228,,RNA-Seq,152,60522752,PRJNA484873,SAMN09771200,25026132,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4514703,GSM3320694,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320694,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652229,,RNA-Seq,152,494888744,PRJNA484873,SAMN09771199,203684070,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4514704,GSM3320695,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320695,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652230,,RNA-Seq,152,354120784,PRJNA484873,SAMN09771195,146965556,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4514705,GSM3320696,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320696,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652231,,RNA-Seq,152,59204912,PRJNA484873,SAMN09771194,24495000,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4514706,GSM3320697,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320697,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652232,,RNA-Seq,152,446278840,PRJNA484873,SAMN09771193,185744565,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4514707,GSM3320698,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320698,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652233,,RNA-Seq,152,363501768,PRJNA484873,SAMN09771198,151334573,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4514708,GSM3320699,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320699,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652234,,RNA-Seq,152,419196848,PRJNA484873,SAMN09771197,174507159,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4514709,GSM3320700,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320700,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652235,,RNA-Seq,152,60409056,PRJNA484873,SAMN09771196,25052774,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4514710,GSM3320701,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320701,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652236,,RNA-Seq,152,52652648,PRJNA484873,SAMN09771192,21881921,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4514711,GSM3320702,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320702,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652237,,RNA-Seq,152,621030048,PRJNA484873,SAMN09771258,256815253,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4514712,GSM3320703,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320703,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652238,,RNA-Seq,152,169101064,PRJNA484873,SAMN09771257,69490462,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4514713,GSM3320704,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320704,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652239,,RNA-Seq,152,404987736,PRJNA484873,SAMN09771256,167268620,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4514714,GSM3320705,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320705,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652240,,RNA-Seq,152,43681456,PRJNA484873,SAMN09771255,18170997,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4514715,GSM3320706,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320706,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652241,,RNA-Seq,152,434159272,PRJNA484873,SAMN09771254,178350653,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4514716,GSM3320707,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320707,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652242,,RNA-Seq,152,479144888,PRJNA484873,SAMN09771253,201041728,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4514717,GSM3320708,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320708,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652243,,RNA-Seq,152,452964712,PRJNA484873,SAMN09771252,187544218,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4514718,GSM3320709,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320709,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652244,,RNA-Seq,152,49452136,PRJNA484873,SAMN09771251,20493175,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4514719,GSM3320710,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320710,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652245,,RNA-Seq,152,476466496,PRJNA484873,SAMN09771250,198132624,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4514720,GSM3320711,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320711,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652246,,RNA-Seq,152,508840824,PRJNA484873,SAMN09771249,209641698,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4514721,GSM3320712,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320712,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652247,,RNA-Seq,152,482815688,PRJNA484873,SAMN09771248,199627298,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4514722,GSM3320713,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320713,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652248,,RNA-Seq,152,403660320,PRJNA484873,SAMN09771247,167451605,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4514723,GSM3320714,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320714,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652249,,RNA-Seq,152,78807592,PRJNA484873,SAMN09771246,32731444,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4514724,GSM3320715,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320715,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652250,,RNA-Seq,152,371148888,PRJNA484873,SAMN09771245,154776603,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4514725,GSM3320716,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320716,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652251,,RNA-Seq,152,454076288,PRJNA484873,SAMN09771244,188455894,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4514726,GSM3320717,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320717,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652252,,RNA-Seq,152,327579000,PRJNA484873,SAMN09771243,135374702,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4514727,GSM3320718,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320718,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652253,,RNA-Seq,152,438234392,PRJNA484873,SAMN09771242,181256004,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4514728,GSM3320719,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320719,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652254,,RNA-Seq,152,392605816,PRJNA484873,SAMN09771241,163404622,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4514729,GSM3320720,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320720,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652255,,RNA-Seq,152,339738696,PRJNA484873,SAMN09771240,140972592,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4514730,GSM3320721,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320721,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652256,,RNA-Seq,152,418483360,PRJNA484873,SAMN09771239,174082297,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4514731,GSM3320722,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320722,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652257,,RNA-Seq,152,463122872,PRJNA484873,SAMN09771238,191992257,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4514732,GSM3320723,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320723,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652258,,RNA-Seq,152,455851192,PRJNA484873,SAMN09771237,189031887,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4514733,GSM3320724,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320724,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652259,,RNA-Seq,152,90759504,PRJNA484873,SAMN09771236,37501048,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4514734,GSM3320725,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320725,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652260,,RNA-Seq,152,380802712,PRJNA484873,SAMN09771235,158469032,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4514735,GSM3320726,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320726,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652261,,RNA-Seq,152,444361816,PRJNA484873,SAMN09771234,184307788,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4514736,GSM3320727,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320727,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652262,,RNA-Seq,152,468917112,PRJNA484873,SAMN09771233,193597207,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4514737,GSM3320728,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320728,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652263,,RNA-Seq,152,277776200,PRJNA484873,SAMN09771232,114951545,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4514738,GSM3320729,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320729,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652264,,RNA-Seq,152,102121352,PRJNA484873,SAMN09771231,42380405,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4514739,GSM3320730,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320730,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
SRR7652265,,RNA-Seq,152,489622400,PRJNA484873,SAMN09771230,202813426,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4514740,GSM3320731,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3320731,ATCC,SRP156532,,,TF1 hematopoietic cell line,,,,,
